,Monthly Charge,Total Charges,Churn Label,Gender_Female,Gender_Male,Senior Citizen_No,Senior Citizen_Yes,Married_No,Married_Yes,Dependents_No,Dependents_Yes,Phone Service_No,Phone Service_Yes,Multiple Lines_No,Multiple Lines_Yes,Internet Service_No,Internet Service_Yes,Online Security_No,Online Security_Yes,Online Backup_No,Online Backup_Yes,Device Protection Plan_No,Device Protection Plan_Yes,Premium Tech Support_No,Premium Tech Support_Yes,Streaming TV_No,Streaming TV_Yes,Streaming Movies_No,Streaming Movies_Yes,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Paperless Billing_No,Paperless Billing_Yes,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Tenure_group_1 - 12,Tenure_group_13 - 12,Tenure_group_25 - 12,Tenure_group_37 - 12,Tenure_group_49 - 12,Tenure_group_61 - 12
2609,91.65,3954.1,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False
2610,54.6,3423.5,0,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
2611,89.85,248.4,0,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
2612,31.05,1126.35,0,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False
2613,20.65,835.15,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False
2614,85.2,2151.6,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
2615,99.8,5515.45,0,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False
2616,20.7,112.75,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
2617,50.7,350.35,0,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
2618,20.85,62.9,0,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
2619,88.95,3027.65,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False
2620,23.55,1723.95,0,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True
2621,19.75,19.75,0,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
2622,85.95,1215.65,0,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
2623,50.55,3260.1,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True
2624,25.7,1188.2,0,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False
2625,75.0,1778.5,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
2626,20.2,1277.75,0,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True
2627,19.6,1170.55,0,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
2628,101.05,5971.25,0,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
2629,84.3,5289.05,0,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
2630,99.05,6416.7,0,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True
2631,19.6,61.35,0,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False
2632,64.5,1929.95,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
2633,69.5,1071.4,0,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False
2634,68.55,564.35,0,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
2635,108.15,7930.55,0,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
2636,86.1,5215.25,0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True
2637,19.7,113.5,0,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
2638,80.9,1152.8,0,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
2639,84.15,1821.95,0,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
2640,20.15,419.9,0,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False
2641,64.25,1024.0,0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False
2642,25.7,251.6,0,False,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False
2643,56.0,764.55,0,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
2644,69.7,135.2,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
2645,73.9,3958.25,0,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False
2646,20.6,233.9,0,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False
2647,19.9,1363.45,0,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True
2648,89.05,6254.45,0,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
2649,20.4,321.4,0,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False
2650,84.25,3539.25,0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
2651,81.95,1181.75,0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False
2652,20.55,654.55,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False
2653,24.7,780.2,0,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False
2654,105.35,1559.25,0,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
2655,20.55,1252.0,0,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
2656,45.3,45.3,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
2657,74.75,2453.3,0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False
2658,51.8,1023.85,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
2659,30.4,82.15,0,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
2660,19.65,244.8,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False
2661,56.6,2379.1,0,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
2662,71.9,3173.35,0,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
2663,19.75,1375.4,0,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True
2664,109.7,8129.3,0,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True
2665,19.3,1192.7,0,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
2666,96.55,1901.65,0,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
2667,24.1,587.4,0,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False
2668,111.35,6519.75,0,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False
2669,112.25,8041.65,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
2670,20.75,20.75,0,False,True,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
2671,101.9,2681.15,0,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False
2672,80.05,1112.3,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
2673,105.55,7405.5,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True
2674,78.3,1033.95,0,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
2675,68.85,2958.95,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
2676,79.95,2684.85,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False
2677,55.45,4179.2,0,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True
2678,102.45,6654.1,0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
2679,25.25,25.25,0,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
2680,19.75,1124.2,0,False,True,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
2681,20.0,540.05,0,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False
2682,58.75,3437.45,0,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False
2683,45.25,3139.8,0,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True
2684,56.6,3789.2,0,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True
2685,84.2,5324.5,0,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
2686,80.0,624.6,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
2687,24.75,1836.9,0,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True
2688,20.2,20.2,0,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False
2689,19.35,219.35,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False
2690,50.6,1288.75,0,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False
2691,81.15,2545.75,0,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
2692,89.9,2723.15,0,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False
2693,85.3,4107.25,0,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False
2694,108.0,5760.65,0,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False
2695,93.5,4747.5,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False
2696,20.25,1566.9,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True
2697,25.15,702.0,0,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False
2698,29.6,299.05,0,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False
2699,73.15,1305.95,0,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
2700,19.75,284.35,0,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False
2701,86.6,6350.5,0,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True
2702,109.2,7878.3,0,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True
2703,74.7,3187.65,0,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
2704,65.0,2531.8,0,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
2705,99.0,4298.45,0,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False
2706,93.5,4619.55,0,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False
2707,83.7,2633.3,0,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False
2708,19.85,193.05,0,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
2709,59.55,4103.9,0,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
2710,115.1,7008.15,0,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True
2711,114.35,5791.1,0,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False
2712,49.85,1520.1,0,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False
2713,113.3,5032.25,0,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
2714,88.1,5526.75,0,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True
2715,24.9,1195.25,0,False,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False
2716,24.25,1732.95,0,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True
2717,59.75,3450.15,0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False
2718,55.0,771.95,0,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
2719,50.55,244.75,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
2720,55.15,322.9,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False
2721,51.2,498.25,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
2722,25.4,25.4,0,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False
2723,54.45,3687.75,0,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
2724,76.0,1783.6,0,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
2725,44.35,927.15,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
2726,61.2,2021.2,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
2727,86.8,1940.8,0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False
2728,19.7,220.35,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
2729,20.25,20.25,0,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
2730,76.05,5436.45,0,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True
2731,74.55,3015.75,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False
2732,64.9,1509.8,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False
2733,90.4,356.65,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
2734,60.3,4109.0,0,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True
2735,81.85,3141.7,0,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
2736,24.8,1229.1,0,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
2737,75.55,2054.4,0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False
2738,78.75,3682.45,0,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
2739,19.25,19.25,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
2740,89.05,1886.25,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
2741,115.05,4895.1,0,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False
2742,110.05,5686.4,0,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False
2743,19.9,1355.1,0,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True
2744,91.5,3236.35,0,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
2745,60.0,4264.0,0,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
2746,44.8,44.8,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
2747,48.6,422.3,0,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False
2748,60.05,4176.7,0,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
2749,102.7,5138.1,0,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False
2750,19.85,739.35,0,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
2751,19.2,161.95,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False
2752,94.9,4422.95,0,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
